datadate,단가(원),거래량,거래대금(원),경매건수,도매시장코드,도매법인코드,산지코드 ,해당일자_전체평균가격(원),해당일자_전체거래물량(kg),하위가격 평균가(원),상위가격 평균가(원),하위가격 거래물량(kg),상위가격 거래물량(kg),일자별_도매가격_최대(원),일자별_도매가격_평균(원),일자별_도매가격_최소(원),일자별_소매가격_최대(원),일자별_소매가격_평균(원),일자별_소매가격_최소(원),수출중량(kg),수출금액(달러),수입중량(kg),수입금액(달러),무역수지(달러),주산지_0_초기온도(℃),주산지_0_최대온도(℃),주산지_0_최저온도(℃),주산지_0_평균온도(℃),주산지_0_강수량(ml),주산지_0_습도(%),주산지_1_초기온도(℃),주산지_1_최대온도(℃),주산지_1_최저온도(℃),주산지_1_평균온도(℃),주산지_1_강수량(ml),주산지_1_습도(%),주산지_2_초기온도(℃),주산지_2_최대온도(℃),주산지_2_최저온도(℃),주산지_2_평균온도(℃),주산지_2_강수량(ml),주산지_2_습도(%),일자구분_중순,일자구분_초순,일자구분_하순,월구분_10월,월구분_11월,월구분_12월,월구분_1월,월구분_2월,월구분_3월,월구분_4월,월구분_5월,월구분_6월,월구분_7월,월구분_8월,월구분_9월
20130302,1998,40,80080,4,310901,31090101,901,3227.3913,8905,2980.787638,3589.267996,5296,3609,,,,,,,7601,27949,1516920,3463107,-3435158,9.2,10.1,4.2,7.1,4.1,64.7,,,,,,,1.9,7.4,1,3.6,0,65.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130303,3063.06,972,2967030,1,110001,11000103,800,3267.16014,6082,3078.181253,4505.969565,5277,805,,,,,,,7601,27949,1516920,3463107,-3435158,3.6,13.9,1,7.8,4.3,41.4,,,,,,,0.2,11.3,-6,2.6,0,54.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130304,2942.94,378,1111887,2,230003,23000301,800,2719.287034,6548,1059.810468,3228.723154,1538,5010,,,,,,,7601,27949,1516920,3463107,-3435158,7.4,16.5,5.2,9.6,0,42.8,,,,,,,-2.3,14.7,-5,4.1,0,61.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130305,,,,,,,,,,,,,,,,,,,,7601,27949,1516920,3463107,-3435158,7,16.7,5.1,10,0,45.5,,,,,,,0.9,14.4,-2.5,5.3,0,66.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130306,3673.67,135,494505,2,310101,31010101,138,3240.892564,9090,3084.50884,3396.589642,4535,4555,70000,64000,60000,10000,8526.666667,7000,7601,27949,1516920,3463107,-3435158,9.2,9.8,2.1,7.2,0,34.5,,,,,,,1,6.5,1,4.1,0,43.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130307,3263.26,54,175953.87,1,320201,32020102,138,3851.843929,5572,3033.654515,7334.552075,4512,1060,70000,64000,60000,10000,8526.666667,7000,7601,27949,1516920,3463107,-3435158,1.5,7.1,1,3.8,0,36.1,,,,,,,-1.2,4.2,-2.8,-0.2,0,39.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130308,3063.06,972,2967030,1,110001,11000104,800,3114.27853,11947,2933.924067,3362.037472,6914,5033,70000,64000,60000,10000,8526.666667,7000,7601,27949,1516920,3463107,-3435158,-0.2,7.3,-1.9,2.8,0,40.5,,,,,,,-2.8,5.1,-5.5,-0.5,0,47.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130309,3613.61,18,64935,1,350402,35040201,560,3052.720834,8073,2307.671363,3210.250051,1409,6664,70000,64000,60000,11900,9261.6,7000,7601,27949,1516920,3463107,-3435158,2.8,13.4,1,6.7,0,37.3,,,,,,,-0.3,11.1,-2.4,5.1,0,47.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130310,3326.67,72,240240,2,240001,24000103,800,3210.980314,7613,2958.797403,3405.174641,3312,4301,70000,64000,60000,11900,9261.6,7000,7601,27949,1516920,3463107,-3435158,7.4,12.5,2.9,7.5,0,40.1,,,,,,,4.5,11.8,-5.1,4.1,0,43.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
20130311,3063.06,486,1486485,1,240004,24000403,800,3288.836754,7172,3094.798377,3653.691245,4682,2490,,,,,,,7601,27949,1516920,3463107,-3435158,4.7,13.6,2.6,8.1,0,45.7,,,,,,,-2.4,15.2,-6.3,3.7,0,55.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130312,,,,,,,,,,,,,,,,,,,,7601,27949,1516920,3463107,-3435158,7.3,19.4,4.9,11.4,0,40.8,,,,,,,1,17.6,-3.5,7.6,0,49.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130313,3303.3,108,355644,5,350101,35010102,561,3187.809864,11699,3013.815242,3315.290818,4947,6752,70000,64000,60000,11900,9261.6,7000,7601,27949,1516920,3463107,-3435158,12.1,12.2,8.4,10.3,0,52.1,,,,,,,3,14.7,-2.3,5.8,0,63.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130314,3413.41,17,58058,1,371501,37150101,903,3073.28795,19312,2984.863266,3402.485544,15223,4089,70000,64000,60000,11900,9181.6,7000,7601,27949,1516920,3463107,-3435158,8.9,11.1,4.6,7.8,0,68.3,,,,,,,2.5,10.2,1,4.2,1,76.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130315,3063.06,90,274725,1,330101,33010101,157,3118.871392,10068,2901.53603,3402.252832,5698,4370,65000,62000,60000,11900,9181.6,7000,7601,27949,1516920,3463107,-3435158,4.7,10.5,2.1,6.6,0,59.2,,,,,,,-0.7,11.2,-1.8,4,1,74.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130316,3333.33,216,719280,6,310101,31010102,138,3065.39335,13566,2598.437069,3651.067328,7548,6018,65000,62000,60000,11900,9361.6,7000,7601,27949,1516920,3463107,-3435158,6.4,14.1,2.6,8.3,0,60.3,,,,,,,-0.9,12.8,-4.8,4.2,0,64.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130317,679.32,40,27027,2,350402,35040202,500,3114.584605,7470,2914.975474,3299.076506,3588,3882,65000,62000,60000,11900,9361.6,7000,7601,27949,1516920,3463107,-3435158,8.1,14.5,4.2,9.6,0,48.3,,,,,,,0.7,15.6,-4.3,5.4,0,63.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130318,3216.78,72,232232,2,320101,32010101,801,3232.999899,4969,3041.927676,3600.749264,3270,1699,,,,,,,7601,27949,1516920,3463107,-3435158,7.9,17.2,5.9,11,0,43.4,,,,,,,1.8,16,1,7.6,0,59.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130319,,,,,,,,,,,,,,,,,,,,7601,27949,1516920,3463107,-3435158,9.6,14.9,7,10.8,0,51.3,,,,,,,1.1,18.6,-3,7,0,57.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130320,3173.17,162,512487,1,110001,11000102,800,3062.427069,7209,2723.366141,3232.699384,2410,4799,65000,62000,60000,11900,9448.846154,7000,7601,27949,1516920,3463107,-3435158,8.1,13.6,4.8,9.1,2.8,81.2,,,,,,,3.3,15.8,-1.9,8.2,0,58.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20130321,3056.94,972,2972970,1,250003,25000302,800,3187.158634,13325,3054.753278,3387.577533,8024,5301,65000,62000,60000,11900,9468.076923,7000,7601,27949,1516920,3463107,-3435158,8.2,13.3,4.8,7.8,3.2,78.5,,,,,,,7.4,12.8,-1,5.8,1.9,84.7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130322,3223.22,54,173826,3,371501,37150102,800,3148.64648,8260,2934.552886,3475.351996,4990,3270,65000,62000,60000,11900,9468.076923,7000,7601,27949,1516920,3463107,-3435158,4.5,15.5,2.3,8.7,3.5,51,,,,,,,-1.2,13.9,-3.8,4.2,2,65.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130323,3236.76,918,2972970,13,250001,25000101,901,3065.848517,10079,2715.628664,3298.788404,4026,6053,65000,62000,60000,11900,9461.851852,7000,7601,27949,1516920,3463107,-3435158,10.6,13.9,8.5,10.8,0,50.8,,,,,,,3.8,15.6,1,6.8,0,59.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130324,3353.35,2118,7095088,8,110001,11000101,800,3249.06825,5646,3056.871898,3401.579842,2498,3148,65000,62000,60000,11900,9461.851852,7000,7601,27949,1516920,3463107,-3435158,9.4,11.2,8.5,9.5,0,53,,,,,,,4.9,12.3,2.5,6.7,0,60.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130325,649.35,30,19519.5,1,350402,35040202,500,3329.595039,8607,2984.937721,3991.542925,5660,2947,,,,,,,7601,27949,1516920,3463107,-3435158,9.3,11.9,6.2,9.5,0,60.4,,,,,,,3.6,9.6,1.8,4.7,2.7,82,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130326,,,,,,,,,,,,,,,,,,,,7601,27949,1516920,3463107,-3435158,5.8,10.6,5.2,7.4,0,76.1,,,,,,,3.1,8.4,2.7,4.4,3.5,90.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130327,3443.44,180,620620,2,340101,34010102,138,3110.941027,15262,2829.279764,3648.082467,10012,5250,65000,62000,60000,11900,9461.851852,7000,7601,27949,1516920,3463107,-3435158,5.3,12,4.1,7.2,0,69.8,,,,,,,2.8,9.4,1,4.4,9.5,84.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130328,3406.59,255,869130,4,250003,25000301,800,3017.536225,8875,2847.815544,3169.187647,4188,4687,65000,62000,60000,11900,9461.851852,7000,7601,27949,1516920,3463107,-3435158,5.5,13.2,4.3,8.9,0,57,,,,,,,0.1,13.1,-1.2,7.7,0,74.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130329,3333.33,90,300300,4,310101,31010102,138,3132.736208,9085,2822.421652,3260.595065,2651,6434,65000,62000,60000,11900,9461.851852,7000,7601,27949,1516920,3463107,-3435158,10.4,16.9,7,11.8,0,57.6,,,,,,,4.1,15.7,1.3,8,0,64.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130330,3223.22,774,2496494,13,230003,23000301,800,3299.726719,5906,3177.100708,3523.125179,3813,2093,65000,62000,60000,11900,9334.8,7000,7601,27949,1516920,3463107,-3435158,10.7,17.8,7.6,12.2,0,65.3,,,,,,,3.9,19.8,-1.7,9.8,0,67.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130331,3443.44,90,310310,1,340101,34010102,138,2919.17035,38428,2305.038504,3220.471343,12648,25780,65000,63000,60000,11900,9334.8,7000,7601,27949,1516920,3463107,-3435158,11.6,11.8,7.7,10.1,1.8,73.1,,,,,,,8.8,9.4,5,7.4,2.5,76.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20130401,4325.67,15,65065,1,350301,35030101,560,3399.6542,5059,3111.428123,3757.478511,2802,2257,,,,,,,0,0,1090029,2574524,-2574524,7.8,9.9,5.9,7.9,6.5,89.1,,,,,,,5,9.5,2.2,5.7,2.8,89,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130402,,,,,,,,,,,,,,,,,,,,0,0,1090029,2574524,-2574524,5.9,12.2,3.6,8.3,11.5,72,,,,,,,2,15.2,1,6.2,4.5,70.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130403,3203.2,126,403132.73,2,320201,32020102,138,3269.686504,4628,2992.388939,3561.999739,2375,2253,65000,63000,60000,11900,9266.4,7000,0,0,1090029,2574524,-2574524,8.1,22.3,7.9,14.6,0,31.9,,,,,,,0.6,20.6,-2.3,10,0,56.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130404,6663.33,9,60060,1,250001,25000102,800,3264.978912,5763,3040.484511,3477.123469,2800,2963,65000,63000,60000,11900,9210.833333,7000,0,0,1090029,2574524,-2574524,13.8,24.2,10.7,17.5,0,29.2,,,,,,,3.8,22,1,12.2,0,54.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130405,3646.35,17,62062,1,220001,22000105,702,3394.053367,10619,3126.267809,4807.885098,8928,1691,65000,63000,60000,11900,9210.833333,7000,0,0,1090029,2574524,-2574524,17,18.2,14.8,16.3,0,53.7,,,,,,,9.5,17.8,7.2,11.4,1.2,71.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130406,3216.78,972,3124872,9,230001,23000102,800,3315.128195,15436,3165.980503,3569.741249,9734,5702,65000,64000,60000,11900,9085.217391,7000,0,0,1090029,2574524,-2574524,17.5,19.9,16,17.7,4.7,80.9,,,,,,,11.7,17.2,11.5,14.6,11.2,84.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130407,3716.28,10,37162.8,2,110001,11000101,800,3031.445472,10101,1930.718873,3310.006725,2040,8061,65000,64000,60000,11900,9085.217391,7000,0,0,1090029,2574524,-2574524,15.4,18.8,11.5,15,5.2,75.2,,,,,,,9.6,21.6,6.9,12.6,13.5,77.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130408,3606.39,54,195195,3,350101,35010102,561,2532.317621,8910,608.4079646,3186.157594,2260,6650,,,,,,,0,0,1090029,2574524,-2574524,12.7,27.6,11.4,17.4,0,65.3,,,,,,,8.7,26,4.9,14.5,0,64.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130409,,,,,,,,,,,,,,,,,,,,0,0,1090029,2574524,-2574524,13.6,14.2,12.2,13.2,0,75.3,,,,,,,12.2,14,5.8,11.4,0,57.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130410,3326.67,36,120120,1,330201,33020101,157,3248.07058,7546,3090.209135,3458.66644,4313,3233,65000,64000,60000,11900,9085.217391,7000,0,0,1090029,2574524,-2574524,11.9,13.7,10.7,12.2,0,65.5,,,,,,,6,17.1,5.6,10.3,0,53.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
20130411,2642.64,1944,5124870,2,110001,11000103,800,3054.563354,15297,2769.504007,3398.097466,8360,6937,65000,64000,60000,11900,9160.434783,7000,0,0,1090029,2574524,-2574524,11.1,16,9.2,11.7,17.3,85.1,,,,,,,9.2,17.9,7.2,10.7,20.1,78.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130412,5835.83,42,244755,4,350101,35010102,561,2415.521194,10328,1453.5161,3523.430394,5528,4800,65000,64000,60000,11900,9160.434783,7000,0,0,1090029,2574524,-2574524,10.8,19.5,10.5,14,21.8,46.4,,,,,,,10.4,17.8,4.3,11.3,24,50.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130413,3646.35,68,247752,2,220001,22000105,702,3419.435931,12602,3148.881551,4710.019963,10418,2184,65000,64000,60000,11900,8998.26087,7000,0,0,1090029,2574524,-2574524,12.9,22.9,8.7,16,0,28,,,,,,,10,20,1,12.5,0,42.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130414,3406.59,459,1564434,5,230003,23000302,800,3504.515095,8705,3249.690834,3771.140103,4451,4254,65000,64000,60000,11900,8998.26087,7000,0,0,1090029,2574524,-2574524,17.1,22.8,14.2,18.2,0,36.2,,,,,,,14.2,21.4,3.7,14.1,0,55.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130415,3646.35,17,61938,1,220001,22000103,800,2935.86542,4465,2491.12868,3287.020281,1970,2495,,,,,,,0,0,1090029,2574524,-2574524,17.5,27.6,15.9,21.2,0,43.7,,,,,,,15.5,25.7,10,17.5,0,51.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130416,,,,,,,,,,,,,,,,,,,,0,0,1090029,2574524,-2574524,19,29.3,16.1,22.3,0,33.6,,,,,,,9.3,27.3,6.1,16.2,0,55.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130417,3516.48,54,189810,3,350101,35010102,561,3283.459123,11873,3158.417343,3535.703507,7938,3935,65000,64000,60000,11900,8998.26087,7000,0,0,1090029,2574524,-2574524,20,21.3,13.3,15.9,24.2,78.6,,,,,,,14.1,14.1,8.9,11.5,16.5,81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130418,4395.6,15,65973.96,1,320101,32010102,157,3389.17423,4014,3320.503998,3682.239318,3252,762,65000,64000,60000,11900,9035.833333,7000,0,0,1090029,2574524,-2574524,13.4,23.8,11.8,16.8,10.2,66.9,,,,,,,8.7,21.8,8.4,13.5,5.4,74.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130419,4055.94,30,122041.92,1,320101,32010102,157,3123.587504,12110,2975.056879,3401.694893,7894,4216,65000,64000,60000,11900,9035.833333,7000,0,0,1090029,2574524,-2574524,13.4,21.7,10.3,15.4,3.7,45,,,,,,,10.8,20.1,7.8,13,1.5,42.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130420,3496.5,36,125874,2,371501,37150102,800,3497.27321,5293,3232.040669,3826.399619,2931,2362,65000,64000,60000,11900,9037.826087,7000,0,0,1090029,2574524,-2574524,13.4,20,13.3,15.5,0,50.3,,,,,,,9.1,18.3,7.2,11.4,0,62.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20130421,3503.5,18,62937,1,320301,32030101,120,3380.694222,10024,3208.10854,3504.747579,4192,5832,65000,64000,60000,11900,9037.826087,7000,0,0,1090029,2574524,-2574524,12.8,20.1,11.4,14.5,0,63.8,,,,,,,6.6,20.4,3.7,10.7,0,70.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130422,3326.67,72,239760,1,330101,33010101,157,3376.560506,4826,3218.33565,3539.173109,2446,2380,,,,,,,0,0,1090029,2574524,-2574524,12.6,15.4,10.4,13.2,0,70.3,,,,,,,7.3,18.7,5.3,10.8,1.5,72.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130423,,,,,,,,,,,,,,,,,,,,0,0,1090029,2574524,-2574524,11.2,22.1,9.1,15.9,0,56.6,,,,,,,6.3,22.5,3.8,12.1,1.5,63.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130424,3416.58,36,122877,2,220001,22000101,800,3278.540072,10617,2759.168568,3577.415676,3878,6739,65000,64000,60000,11900,8920,7000,0,0,1090029,2574524,-2574524,14.1,25.3,10.9,18.2,0,44.4,,,,,,,7,24.1,3.5,14.2,0,51.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130425,4004,4,16016,1,110001,11000101,800,3347.756316,14740,3242.482038,3612.826396,10550,4190,68000,64600,60000,11900,8920,7000,0,0,1090029,2574524,-2574524,17.6,24.9,15.6,20.2,0,50.8,,,,,,,15,22.9,9.3,16.6,0,54.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130426,3183.18,2124,6762756,2,110001,11000104,800,3140.90068,12067,2858.454023,3276.545756,3915,8152,68000,64600,60000,9900,8868.571429,7000,0,0,1090029,2574524,-2574524,19.7,19.9,13.2,15.4,3.6,75.8,,,,,,,16.1,19.5,6.6,13.6,1,69.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130427,3503.5,18,62937,1,370101,37010102,800,3338.618981,23494,2942.508762,3500.067535,6803,16691,68000,64600,60000,9900,8915.454545,7000,0,0,1090029,2574524,-2574524,12.2,18.2,10.2,14.1,3.6,52.4,,,,,,,5.6,19.2,3.7,10.8,1,58.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130428,3646.35,34,124124,1,220001,22000105,702,3117.621109,12240,1618.975437,3551.489452,2748,9492,68000,65400,64000,14900,9193.043478,7000,0,0,1090029,2574524,-2574524,12.9,26.3,11.4,18.4,0,27.9,,,,,,,5.5,23.5,1.4,13.3,0,46.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130429,6306.3,30,188811,1,370101,37010103,800,3471.561897,12016,3233.50253,4211.45855,9091,2925,,,,,,,0,0,1090029,2574524,-2574524,17.3,27.3,13,20.2,0,33.3,,,,,,,13.3,25.2,4.5,16.4,0,42.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130430,,,,,,,,,,,,,,,,,,,,0,0,1090029,2574524,-2574524,20.4,31.3,19.6,25,0,32.1,,,,,,,17.3,29.6,9.1,20.7,0,36.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20130501,3466.53,36,125125,2,350101,35010102,561,3541.219825,7932,3357.044569,3804.617525,4668,3264,,,,,,,0,0,1198709,2920595,-2920595,23.6,24.2,13.5,17.3,0,61.9,,,,,,,17.9,22.5,7.8,16.6,0,44.8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130502,3333.33,1152,3836160,2,110001,11000103,800,3589.182251,8851,3359.400887,3747.233619,3607,5244,68000,65400,64000,14900,9193.043478,7000,0,0,1198709,2920595,-2920595,12.9,18.9,10,14.6,0,66.1,,,,,,,8.2,24.7,4.6,13.9,0,55.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130503,3606.39,54,195195,1,310101,31010102,138,3377.458756,9708,3179.001437,3815.270806,6680,3028,,,,,,,0,0,1198709,2920595,-2920595,13,24.2,10.2,17.3,0,57.4,,,,,,,8.9,28.8,4.1,15.9,0,52.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130504,3526.47,180,635635,4,330201,33020101,157,3537.209224,9657,3342.042719,3668.288683,3880,5777,68000,65400,64000,14900,9222.5,7000,0,0,1198709,2920595,-2920595,17.3,25.8,13.9,20,0,66.6,,,,,,,11.8,27.7,6.1,17.3,0,54.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130505,3886.11,18,69930,1,350402,35040201,560,3673.803691,4972,3474.762605,3855.390404,2372,2600,,,,,,,0,0,1198709,2920595,-2920595,20.3,27.8,18.9,22.1,1.3,66.9,,,,,,,16.7,27.9,12.4,20.5,0,64.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130506,3716.28,36,134134,2,370101,37010102,800,3638.025499,4039,3476.491826,4073.41269,2946,1093,,,,,,,0,0,1198709,2920595,-2920595,20,25.1,16.7,20.7,1.5,39,,,,,,,19.3,22.4,12.8,18.3,0,34.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130507,,,,,,,,,,,,,,,,,,,,0,0,1198709,2920595,-2920595,17.8,28,15,21.2,0,27.3,,,,,,,14.1,25,7.9,17.4,0,31.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130508,3613.61,72,260260,4,320201,32020101,138,3341.986463,11825,2844.159375,3743.594869,5280,6545,70000,66800,64000,9900,9055.833333,7000,0,0,1198709,2920595,-2920595,19.8,28.6,17,22.8,0,25.9,,,,,,,15.6,26.8,6,18,0,36.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130509,3606.39,36,129870,2,350101,35010102,561,3752.16278,4065,3516.34337,3975.226041,1976,2089,,,,,,,0,0,1198709,2920595,-2920595,21.6,22.2,14.4,17.3,8.7,71.8,,,,,,,16,17.1,12.6,14.4,7.1,79.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130510,3236.76,340,1101100,1,220001,22000105,702,3042.113299,7584,1256.522478,3682.520469,2002,5582,73000,67400,64000,9900,9055.833333,7000,0,0,1198709,2920595,-2920595,14.4,21.8,14.4,17.5,17.9,78.5,,,,,,,12.7,18.3,12,14.4,3.3,88.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20130511,2002,10,19980,1,310901,31090101,901,3281.576118,8119,2238.358333,3957.433875,3192,4927,73000,68600,65000,9900,9089.6,7000,0,0,1198709,2920595,-2920595,16.9,27.9,15.6,21.4,0,57.6,,,,,,,12.4,23.6,9.8,16.4,2.5,77.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20130512,3823.82,68,260260,2,220001,22000105,903,5061.388586,6818,3614.591342,39097.55396,6540,278,73000,68600,65000,9900,9089.6,7000,0,0,1198709,2920595,-2920595,21.8,22.7,17,20.5,0,66.7,,,,,,,14.2,21.7,12.9,16.4,0,80.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
